    10.48000    24.8430    85000.0
     17.6100    25.9530    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.1400    24.7500    85000.0
     17.9300    25.9800    50000.0
    0.140000   0.280000    30000.0
     11.2000    24.6850    85000.0
     18.0100    25.9550    50000.0
    0.150000   0.280000    30000.0
     11.3100    24.5550    85000.0
     18.1700    25.9050    50000.0
    0.170000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     11.3600    24.4900    85000.0
     18.2500    25.8800    50000.0
    0.180000   0.280000    30000.0
     10.9800    24.4700    85000.0
     18.0700    25.8500    50000.0
    0.200000   0.270000    30000.0
    10.23000    24.4250    85000.0
     17.6900    25.7850    50000.0
    0.230000   0.255000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.86000    24.4000    85000.0
     17.5000    25.7500    50000.0
    0.250000   0.250000    30000.0
     9.48000    24.2750    85000.0
     17.6100    25.8100    50000.0
    0.260000   0.255000    30000.0
     8.73000    24.0250    85000.0
     17.8400    25.9300    50000.0
