    10.57000    20.4300    85000.0
     35.4100    23.8000    50000.0
     1.48000   0.447000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     10.7900    20.3300    85000.0
     35.0000    23.7200    50000.0
     1.57000   0.450000    30000.0
     11.0000    20.2450    85000.0
     34.8400    23.7350    50000.0
     1.60000   0.455000    30000.0
     11.4300    20.0800    85000.0
     34.5200    23.7600    50000.0
     1.68000   0.465000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.6400    20.0000    85000.0
     34.3600    23.7700    50000.0
     1.71000   0.470000    30000.0
     11.4700    20.0250    85000.0
     34.6600    23.7800    50000.0
     1.86000   0.525000    30000.0
     11.1300    20.0800    85000.0
     35.2500    23.8050    50000.0
     2.14000   0.635000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     10.9600    20.1100    85000.0
     35.5400    23.8200    50000.0
     2.29000   0.690000    30000.0
     11.1200    20.2300    85000.0
     36.0300    23.8150    50000.0
     2.25000   0.670000    30000.0
     11.4200    20.4700    85000.0
     37.0100    23.8100    50000.0
     2.16000   0.630000    30000.0
     11.5700    20.5900    85000.0
     37.5000    23.8100    50000.0
     2.11000   0.610000    30000.0
     11.5700    20.5900    85000.0
     37.5000    23.8100    50000.0
     2.11000   0.610000    30000.0
     11.5700    20.5900    85000.0
